name,make,model,city,year,fueltype,kilometerdriven,ownernumber,transmission,bodytype,storename,isc24assured,registrationcity,registrationstate,benefits,discountprice,price,url,createdDate
Maruti Baleno,Maruti,Baleno,Lucknow,2019,Petrol,13543,1,Manual,Hatchback,Hi-Vibhuti Khand,False,Lucknow,Uttar Pradesh,13898,34600,643499,https://www.cars24.com/buy-used-maruti-baleno-2019-cars-lucknow-13202396739,2022-08-30
Toyota URBAN CRUISER,Toyota,Urban Cruiser,Chennai,2021,Petrol,22776,1,,,Chennai-Pns,False,Vellore,Tamil Nadu,9688,0,1070599,https://www.cars24.com/buy-used-toyota-urban-cruiser-2021-cars-chennai-11396293769,2022-10-14
Maruti Dzire,Maruti,Dzire,New Delhi,2019,Petrol,21477,1,Automatic,Sedan,New Delhi-Pns,False,Ghaziabad,Uttar Pradesh,13898,40800,676399,https://www.cars24.com/buy-used-maruti-dzire-2019-cars-new-delhi-10093770717,2022-11-08
Maruti Baleno,Maruti,Baleno,Gurgaon,2018,Petrol,50893,1,Manual,Hatchback,Hi-South Gurgaon,False,Gurgaon,Haryana,13898,44300,551599,https://www.cars24.com/buy-used-maruti-baleno-2018-cars-gurgaon-10174595723,2022-08-28
Maruti Celerio,Maruti,Celerio,Bangalore,2017,Petrol,61254,1,Automatic,Hatchback,Hi-North 2 Bengaluru,False,Bengaluru,Karnataka,9688,-6000,502399,https://www.cars24.com/buy-used-maruti-celerio-2017-cars-bangalore-10275077775,2022-11-01
Maruti Alto 800,Maruti,Alto 800,Patna,2018,Petrol,68017,1,Manual,Hatchback,Hi-Central Patna,False,Patna,Bihar,9688,0,307099,https://www.cars24.com/buy-used-maruti-alto-800-2018-cars-patna-14405374793,2022-11-03
Hyundai Verna,Hyundai,Verna,Chennai,2017,Petrol,49011,2,Automatic,Sedan,Hi-Chennai South,False,Chennai,Tamil Nadu,19407,75800,938699,https://www.cars24.com/buy-used-hyundai-verna-2017-cars-chennai-11382692723,2022-08-18
Maruti Celerio,Maruti,Celerio,Mumbai,2020,Petrol,9365,1,Manual,Hatchback,Hi-Worli,False,Mumbai East,Maharashtra,9688,0,470499,https://www.cars24.com/buy-used-maruti-celerio-2020-cars-mumbai-10368276778,2022-11-21
Hyundai GRAND I10 NIOS,Hyundai,Grand I10 Nios,Lucknow,2020,Petrol,26467,1,Manual,Hatchback,Lucknow-Pns,False,Lucknow,Uttar Pradesh,13898,22500,616399,https://www.cars24.com/buy-used-hyundai-grand-i10-nios-2020-cars-lucknow-13252698743,2022-09-20
Maruti Baleno,Maruti,Baleno,Chandigarh,2017,Petrol,63250,1,Manual,Hatchback,Chandigarh-Pns,False,Jalandhar,Punjab,13898,18800,582699,https://www.cars24.com/buy-used-maruti-baleno-2017-cars-chandigarh-11676092700,2022-09-30
Ford Ecosport,Ford,Ecosport,Mumbai,2018,Diesel,56047,1,Manual,SUV,Hi-West Mumbai,False,Mira Road,Maharashtra,9688,11050,903249,https://www.cars24.com/buy-used-ford-ecosport-2018-cars-mumbai-10333575717,2022-11-16
Hyundai Eon,Hyundai,Eon,Chandigarh,2018,Petrol,61579,1,Manual,Hatchback,Chandigarh-Pns,False,Kalka,Haryana,9688,-24900,338599,https://www.cars24.com/buy-used-hyundai-eon-2018-cars-chandigarh-11671096703,2022-09-27
Hyundai Creta,Hyundai,Creta,Bangalore,2017,Diesel,93047,1,Automatic,SUV,Hi-East 1 Bengaluru,False,Bengaluru,Karnataka,19407,15700,1041099,https://www.cars24.com/buy-used-hyundai-creta-2017-cars-bangalore-10291892782,2022-07-30
Skoda KUSHAQ,Skoda,Kushaq,Gandhinagar,2022,Petrol,4341,1,,,Hi-Gandhinagar,False,Gandhi Nagar,Gujarat,9688,144600,1397399,https://www.cars24.com/buy-used-skoda-kushaq-2022-cars-gandhinagar-14292790765,2022-10-05
Hyundai Elite i20,Hyundai,Elite I20,Hyderabad,2017,Petrol,41142,1,Manual,Hatchback,Hyderabad-Pns,False,Hyderabad,Telangana,13898,15900,680899,https://www.cars24.com/buy-used-hyundai-elite-i20-2017-cars-hyderabad-10476292702,2022-09-23
Hyundai Grand i10,Hyundai,Grand I10,Jaipur,2014,Petrol,47013,2,Manual,Hatchback,Hi-Old City Jaipur,False,Jaipur,Rajasthan,9688,23200,423799,https://www.cars24.com/buy-used-hyundai-grand-i10-2014-cars-jaipur-10732091764,2022-10-07
Maruti Baleno,Maruti,Baleno,Faridabad,2019,Petrol,30626,1,Manual,Hatchback,New Delhi-Pns,False,Faridabad,Haryana,9688,26600,662599,https://www.cars24.com/buy-used-maruti-baleno-2019-cars-faridabad-10043671799,2022-10-22
Renault TRIBER,Renault,Triber,Chennai,2019,Petrol,28307,1,Manual,SUV,Chennai-Pns,False,Chennai,Tamil Nadu,9688,-4700,734299,https://www.cars24.com/buy-used-renault-triber-2019-cars-chennai-11347978774,2022-10-29
Maruti Ciaz,Maruti,Ciaz,Mumbai,2018,Petrol,16929,1,Automatic,Sedan,Hi-Thane West - Manpada,False,Mumbai East,Maharashtra,13898,40100,887499,https://www.cars24.com/buy-used-maruti-ciaz-2018-cars-mumbai-10398772799,2022-10-20
Hyundai Grand i10,Hyundai,Grand I10,Chandigarh,2018,Petrol,83405,2,Manual,Hatchback,Chandigarh-Pns,False,Malout,Punjab,13898,18300,499299,https://www.cars24.com/buy-used-hyundai-grand-i10-2018-cars-chandigarh-11639490760,2022-09-24
Hyundai NEW SANTRO,Hyundai,New Santro,Ludhiana,2022,Petrol,3200,1,Manual,Hatchback,Hi-Pratap Chowk,False,Ludhiana,Punjab,9688,28500,604799,https://www.cars24.com/buy-used-hyundai-new-santro-2022-cars-ludhiana-12959977771,2022-10-30
Tata Tiago,Tata,Tiago,Bangalore,2020,Petrol,9683,2,Manual,Hatchback,Hi-North 2 Bengaluru,False,Bengaluru,Karnataka,9688,13800,682599,https://www.cars24.com/buy-used-tata-tiago-2020-cars-bangalore-10205176799,2022-10-14
Hyundai Grand i10,Hyundai,Grand I10,Hyderabad,2016,Petrol,42429,2,Manual,Hatchback,Hyderabad-Pns,False,Hyderabad,Telangana,13898,21100,480399,https://www.cars24.com/buy-used-hyundai-grand-i10-2016-cars-hyderabad-10412498784,2022-07-21
Maruti S Cross,Maruti,S Cross,Jaipur,2020,Petrol,11062,1,Manual,SUV,Jaipur-Pns,False,Alwar,Rajasthan,9688,-60300,1251799,https://www.cars24.com/buy-used-maruti-s-cross-2020-cars-jaipur-10773873771,2022-10-31
Tata Hexa,Tata,Hexa,Pune,2018,Diesel,44935,1,Automatic,SUV,Hi-Pune,False,Pune,Maharashtra,9688,-17600,1504899,https://www.cars24.com/buy-used-tata-hexa-2018-cars-pune-10622190768,2022-11-22
Hyundai VENUE,Hyundai,Venue,Noida,2022,Petrol,14875,1,Manual,SUV,Hi-Multan Nagar,False,Delhi,Delhi,12188,52000,913299,https://www.cars24.com/buy-used-hyundai-venue-2022-cars-noida-10007094703,2022-09-17
Maruti Ciaz,Maruti,Ciaz,Rajkot,2017,Petrol,50300,1,Manual,Sedan,Nanavati Chowk,False,Rajkot,Gujarat,9688,-23500,744499,https://www.cars24.com/buy-used-maruti-ciaz-2017-cars-rajkot-15023295701,2022-10-14
Hyundai Grand i10,Hyundai,Grand I10,Hyderabad,2015,Petrol,89506,2,Manual,Hatchback,Hyderabad-Pns,False,Hyderabad,Telangana,13898,24100,435899,https://www.cars24.com/buy-used-hyundai-grand-i10-2015-cars-hyderabad-10404696749,2022-09-13
Hyundai NEW SANTRO,Hyundai,New Santro,Hyderabad,2019,Petrol,44530,1,Manual,Hatchback,Hyderabad-Pns,False,Hyderabad,Telangana,13898,40800,491999,https://www.cars24.com/buy-used-hyundai-new-santro-2019-cars-hyderabad-10438890757,2022-07-01
Maruti Ciaz,Maruti,Ciaz,Mumbai,2018,Petrol,19906,1,Manual,Sedan,Hi-Panvel,False,Panvel,Maharashtra,13898,9000,702499,https://www.cars24.com/buy-used-maruti-ciaz-2018-cars-mumbai-10303277716,2022-11-16
Maruti Alto 800,Maruti,Alto 800,Patna,2014,Petrol,25376,1,Manual,Hatchback,Hi-Central Patna,False,Patna,Bihar,9688,16500,254699,https://www.cars24.com/buy-used-maruti-alto-800-2014-cars-patna-14416799744,2022-09-20
Maruti Baleno,Maruti,Baleno,Faridabad,2020,Petrol,26001,1,,,New Delhi-Pns,False,Faridabad,Haryana,13898,0,785899,https://www.cars24.com/buy-used-maruti-baleno-2020-cars-faridabad-10067974773,2022-11-04
Hyundai NEW I20,Hyundai,New I20,Hyderabad,2021,Petrol,9621,1,,,Hyderabad-Pns,False,Hyderabad,Telangana,9688,67300,1020199,https://www.cars24.com/buy-used-hyundai-new-i20-2021-cars-hyderabad-10446690768,2022-10-19
Maruti Baleno,Maruti,Baleno,Noida,2020,Petrol,45848,1,,,Hi-Noida Outer,False,Noida,Uttar Pradesh,9688,0,654999,https://www.cars24.com/buy-used-maruti-baleno-2020-cars-noida-10575577772,2022-11-16
Hyundai Grand i10,Hyundai,Grand I10,Indore,2017,Petrol,21085,1,Manual,Hatchback,Bhopal-Pns,False,Bhopal,Madhya Pradesh,13898,-33600,509699,https://www.cars24.com/buy-used-hyundai-grand-i10-2017-cars-indore-14611191702,2022-09-04
Maruti Swift Dzire,Maruti,Swift Dzire,New Delhi,2014,Petrol,38505,2,Manual,Sedan,New Delhi-Pns,False,New Delhi,Delhi,13898,-12700,413699,https://www.cars24.com/buy-used-maruti-swift-dzire-2014-cars-new-delhi-10077478772,2022-11-07
Maruti Celerio,Maruti,Celerio,Pune,2016,Petrol,38229,2,Automatic,Hatchback,Hi-Pune,False,Pune,Maharashtra,9688,5000,448599,https://www.cars24.com/buy-used-maruti-celerio-2016-cars-pune-10613076775,2022-11-04
Maruti Swift,Maruti,Swift,New Delhi,2018,Petrol,31027,2,Automatic,Hatchback,Hi-Uttam Nagar Delhi,False,Delhi,Delhi,13898,29300,608199,https://www.cars24.com/buy-used-maruti-swift-2018-cars-new-delhi-10013997729,2022-08-23
Maruti Ciaz,Maruti,Ciaz,Chennai,2020,Petrol,40410,1,Manual,Sedan,Hi-Chennai South 2,False,Chennai,Tamil Nadu,13898,66200,849999,https://www.cars24.com/buy-used-maruti-ciaz-2020-cars-chennai-11386795709,2022-10-09
Hyundai Grand i10,Hyundai,Grand I10,Hyderabad,2017,Petrol,50334,2,Manual,Hatchback,Hi-South Hyd,False,Hyderabad,Telangana,13898,31600,507199,https://www.cars24.com/buy-used-hyundai-grand-i10-2017-cars-hyderabad-10446498721,2022-09-06
Maruti Wagon R 1.0,Maruti,Wagon R 1.0,Chennai,2018,Petrol,36567,1,Manual,Hatchback,Chennai-Pns,False,Chennai,Tamil Nadu,9688,-7900,511399,https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2018-cars-chennai-11387975778,2022-10-28
Mahindra Thar,Mahindra,Thar,Gurgaon,2021,Petrol,18128,1,Automatic,SUV,Hi-Rewari,False,Hansi,Haryana,9688,87300,1599899,https://www.cars24.com/buy-used-mahindra-thar-2021-cars-gurgaon-29615771774,2022-11-02
Hyundai Grand i10,Hyundai,Grand I10,Jaipur,2014,Petrol,45067,1,Manual,Hatchback,Jaipur-Pns,False,Jaipur,Rajasthan,13898,10700,434399,https://www.cars24.com/buy-used-hyundai-grand-i10-2014-cars-jaipur-10794179793,2022-10-16
Maruti Swift,Maruti,Swift,Surat,2020,Petrol,11552,1,Manual,Hatchback,Hi-Adajan,False,Surat,Gujarat,13898,-17900,705599,https://www.cars24.com/buy-used-maruti-swift-2020-cars-surat-13553773777,2022-11-09
Maruti Alto 800,Maruti,Alto 800,Kolkata,2019,Petrol,32334,1,Manual,Hatchback,Hi-Kolkata,False,North 24 Parganas,West Bengal,9688,0,352899,https://www.cars24.com/buy-used-maruti-alto-800-2019-cars-kolkata-11971670775,2022-11-16
Honda WR-V,Honda,Wr-V,Kolkata,2017,Petrol,75368,1,Manual,SUV,Hi-Kolkata,False,Kolkata,West Bengal,9688,-1500,629999,https://www.cars24.com/buy-used-honda-wr-v-2017-cars-kolkata-11947678795,2022-11-07
Maruti Alto,Maruti,Alto,Lucknow,2021,Petrol,10140,1,Manual,Hatchback,Vibhuti Khand - Gomti Nagar,False,Lucknow,Uttar Pradesh,12542,5000,432499,https://www.cars24.com/buy-used-maruti-alto-2021-cars-lucknow-13263497702,2022-09-29
Maruti S PRESSO,Maruti,S Presso,Lucknow,2021,Petrol,4739,1,Manual,Hatchback,Lucknow-Pns,False,Lucknow,Uttar Pradesh,12542,33500,454899,https://www.cars24.com/buy-used-maruti-s-presso-2021-cars-lucknow-13238292782,2022-07-11
Honda WR-V,Honda,Wr-V,Ludhiana,2017,Petrol,16768,1,Manual,SUV,Hi-Pratap Chowk,False,Ludhiana,Punjab,9688,18800,755799,https://www.cars24.com/buy-used-honda-wr-v-2017-cars-ludhiana-12990996737,2022-08-13
Maruti Swift,Maruti,Swift,Kolkata,2018,Petrol,16301,1,Manual,Hatchback,Hi-North Kolkata,False,Barrackpore,West Bengal,13898,20000,559099,https://www.cars24.com/buy-used-maruti-swift-2018-cars-kolkata-11944395772,2022-06-12
Jeep Compass,Jeep,Compass,Mumbai,2017,Diesel,51823,1,Manual,Luxury SUV,Hi-Thane West - Manpada,False,Mumbai East,Maharashtra,9688,-9200,1395099,https://www.cars24.com/buy-used-jeep-compass-2017-cars-mumbai-10333998703,2022-11-12
Maruti Wagon R 1.0,Maruti,Wagon R 1.0,Jaipur,2016,Petrol,53619,1,Manual,Hatchback,Hi-Tonk Road,False,Jaipur,Rajasthan,9688,-10800,409199,https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2016-cars-jaipur-10796390768,2022-10-16
Hyundai Elite i20,Hyundai,Elite I20,Hyderabad,2018,Petrol,71532,1,Manual,Hatchback,Hyderabad-Pns,False,Hyderabad,Telangana,9688,-22500,762199,https://www.cars24.com/buy-used-hyundai-elite-i20-2018-cars-hyderabad-10415978793,2022-10-13
Hyundai i20 Active,Hyundai,I20 Active,Mumbai,2016,Petrol,61568,2,Manual,Hatchback,Hi-Panvel,False,Panvel,Maharashtra,13898,0,551699,https://www.cars24.com/buy-used-hyundai-i20-active-2016-cars-mumbai-10333579716,2022-11-23
Hyundai Grand i10,Hyundai,Grand I10,Bangalore,2017,Petrol,28134,2,Automatic,Hatchback,Hi-South 4 Bengaluru,False,Electronic City,Karnataka,13898,-400,629499,https://www.cars24.com/buy-used-hyundai-grand-i10-2017-cars-bangalore-10291278793,2022-10-11
Skoda Rapid,Skoda,Rapid,Kolkata,2021,Petrol,13677,1,Automatic,Sedan,Hi-South Kolkata,False,Kolkata,West Bengal,12542,104300,1028999,https://www.cars24.com/buy-used-skoda-rapid-2021-cars-kolkata-11930190713,2022-07-15
Maruti Dzire,Maruti,Dzire,Bangalore,2018,Diesel,47201,1,Automatic,Sedan,Bengaluru-Pns,False,Bengaluru,Karnataka,9688,11200,841299,https://www.cars24.com/buy-used-maruti-dzire-2018-cars-bangalore-10266378798,2022-10-20
Volkswagen TIGUAN,Volkswagen,Tiguan,Pune,2018,Diesel,66433,2,Automatic,Luxury SUV,Hi-Pune,False,Pune,Maharashtra,9688,0,2095799,https://www.cars24.com/buy-used-volkswagen-tiguan-2018-cars-pune-10655376713,2022-11-20
Hyundai Grand i10,Hyundai,Grand I10,Nagpur,2017,Petrol,42721,1,Automatic,Hatchback,Khamla Chowk,False,Nagpur,Maharashtra,9688,8300,527099,https://www.cars24.com/buy-used-hyundai-grand-i10-2017-cars-nagpur-12375177794,2022-10-07
Hyundai Elite i20,Hyundai,Elite I20,Lucknow,2020,Petrol,18771,1,Manual,Hatchback,Lucknow-Pns,False,Lucknow,Uttar Pradesh,9688,39400,763699,https://www.cars24.com/buy-used-hyundai-elite-i20-2020-cars-lucknow-13218693721,2022-09-04
Maruti Alto,Maruti,Alto,Lucknow,2020,Petrol,22062,1,Manual,Hatchback,Lucknow-Pns,False,Lucknow,Uttar Pradesh,12542,16300,397499,https://www.cars24.com/buy-used-maruti-alto-2020-cars-lucknow-13280996704,2022-09-18
Hyundai New Elantra,Hyundai,New Elantra,Ahmedabad,2019,Petrol,31995,1,Automatic,Luxury Sedan,Hi-West-Amd,False,Gandhi Nagar,Gujarat,19407,114200,1385999,https://www.cars24.com/buy-used-hyundai-new-elantra-2019-cars-ahmedabad-11474195754,2022-07-11
Hyundai Xcent,Hyundai,Xcent,Gurgaon,2015,Petrol,36353,1,Manual,Sedan,Hi-Gurgaon New,False,Gurgaon,Haryana,9688,-3300,453599,https://www.cars24.com/buy-used-hyundai-xcent-2015-cars-gurgaon-10107776793,2022-11-13
KIA SONET,Kia,Sonet,Bangalore,2020,Petrol,20555,1,,,Bengaluru-Pns,False,Bengaluru,Karnataka,12542,15700,1254399,https://www.cars24.com/buy-used-kia-sonet-2020-cars-bangalore-10221277770,2022-11-01
Hyundai Grand i10,Hyundai,Grand I10,Lucknow,2019,Petrol,40324,1,Manual,Hatchback,Hi-Vibhuti Khand,False,Lucknow,Uttar Pradesh,13898,-4900,569499,https://www.cars24.com/buy-used-hyundai-grand-i10-2019-cars-lucknow-10012796746,2022-09-30
Datsun Redi Go,Datsun,Redi Go,Hyderabad,2021,Petrol,33063,2,Manual,Hatchback,Hi-South Hyd,False,Hyderabad,Telangana,12542,24000,376399,https://www.cars24.com/buy-used-datsun-redi-go-2021-cars-hyderabad-10460390727,2022-09-08
Volkswagen Vento,Volkswagen,Vento,Pune,2020,Petrol,65274,1,Manual,Sedan,Hi-Pune,False,Pune,Maharashtra,9688,95300,919199,https://www.cars24.com/buy-used-volkswagen-vento-2020-cars-pune-10636078795,2022-10-20
Maruti Baleno,Maruti,Baleno,Gurgaon,2020,Petrol,28613,1,Manual,Hatchback,Hi-South Gurgaon,False,Gurgaon,Haryana,9688,17300,703499,https://www.cars24.com/buy-used-maruti-baleno-2020-cars-gurgaon-10189693766,2022-09-26
Maruti Baleno,Maruti,Baleno,Chennai,2017,Petrol,27869,2,Manual,Hatchback,Hi-Chennai North,False,Chennai,Tamil Nadu,13898,48500,639199,https://www.cars24.com/buy-used-maruti-baleno-2017-cars-chennai-11346697776,2022-06-18
Maruti Alto K10,Maruti,Alto K10,Hyderabad,2018,Petrol,10387,1,Manual,Hatchback,Hi-South Hyd,False,Hyderabad,Telangana,9688,7500,411599,https://www.cars24.com/buy-used-maruti-alto-k10-2018-cars-hyderabad-10464692767,2022-10-08
Maruti S PRESSO,Maruti,S Presso,Bangalore,2020,Petrol,29041,1,Manual,Hatchback,Hi-South 4 Bengaluru,False,Electronic City,Karnataka,9688,28000,496399,https://www.cars24.com/buy-used-maruti-s-presso-2020-cars-bangalore-10241176791,2022-10-15
Toyota URBAN CRUISER,Toyota,Urban Cruiser,Pune,2020,Petrol,13954,1,,,Pune-Pns,False,Pune,Maharashtra,13898,6200,1208099,https://www.cars24.com/buy-used-toyota-urban-cruiser-2020-cars-pune-10669377793,2022-10-21
Maruti Ciaz,Maruti,Ciaz,New Delhi,2019,Petrol,39599,1,Manual,Sedan,Ncr-Avis-Pns,False,New Delhi,Delhi,13898,-32600,888599,https://www.cars24.com/buy-used-maruti-ciaz-2019-cars-new-delhi-10064976777,2022-11-21
Maruti Ciaz,Maruti,Ciaz,Bangalore,2017,Petrol,65702,2,Manual,Sedan,Hi-North 2 Bengaluru,False,Bengaluru,Karnataka,13898,10800,676299,https://www.cars24.com/buy-used-maruti-ciaz-2017-cars-bangalore-10234878791,2022-10-20
Renault Kiger,Renault,Kiger,Kochi,2021,Petrol,8885,1,,,Hi-Kochi East,False,Kottayam,Kerala,9688,35900,928099,https://www.cars24.com/buy-used-renault-kiger-2021-cars-kochi-13032171778,2022-11-07
Honda WR-V,Honda,Wr-V,Hyderabad,2019,Petrol,27043,2,Manual,SUV,Hi-East 2 Hyd,False,Hyderabad,Telangana,13898,9600,846999,https://www.cars24.com/buy-used-honda-wr-v-2019-cars-hyderabad-10401472774,2022-11-03
Renault Duster,Renault,Duster,Bangalore,2021,Petrol,17618,1,Manual,SUV,Bengaluru-Pns,False,Bengaluru,Karnataka,9688,8100,1166799,https://www.cars24.com/buy-used-renault-duster-2021-cars-bangalore-10261577715,2022-11-16
Honda WR-V,Honda,Wr-V,Ahmedabad,2018,Petrol,58259,1,Manual,SUV,Hi-West-Amd,False,Ahmedabad,Gujarat,13898,13200,777599,https://www.cars24.com/buy-used-honda-wr-v-2018-cars-ahmedabad-11404178770,2022-11-16
Maruti Baleno,Maruti,Baleno,Chennai,2018,Petrol,42673,2,Manual,Hatchback,Hi-Chennai,False,Chennai,Tamil Nadu,13898,27000,656899,https://www.cars24.com/buy-used-maruti-baleno-2018-cars-chennai-11389875799,2022-10-15
Maruti Alto K10,Maruti,Alto K10,Hyderabad,2019,Petrol,46722,1,Manual,Hatchback,Hyderabad-Pns,False,Hyderabad,Telangana,12542,39000,384799,https://www.cars24.com/buy-used-maruti-alto-k10-2019-cars-hyderabad-1042966167,2022-05-27
MG HECTOR,Mg,Hector,Surat,2019,Diesel,24202,1,Manual,SUV,Surat-Pns,False,Surat,Gujarat,19407,-3800,1462599,https://www.cars24.com/buy-used-mg-hector-2019-cars-surat-13588873799,2022-11-09
Jeep Compass,Jeep,Compass,Chennai,2017,Diesel,95031,1,Manual,Luxury SUV,Hi-Chennai Central,False,Chennai,Tamil Nadu,19407,120400,1275699,https://www.cars24.com/buy-used-jeep-compass-2017-cars-chennai-11311893724,2022-09-05
Maruti Wagon R 1.0,Maruti,Wagon R 1.0,Jaipur,2016,Petrol,88255,1,Manual,Hatchback,Jaipur-Pns,False,Bikaner,Rajasthan,12542,-8200,407899,https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2016-cars-jaipur-10715172773,2022-10-19
Hyundai Elite i20,Hyundai,Elite I20,Ahmedabad,2016,Petrol,61979,2,Manual,Hatchback,Hi-West-Amd,False,Ahmedabad,Gujarat,13898,0,556699,https://www.cars24.com/buy-used-hyundai-elite-i20-2016-cars-ahmedabad-1146598865,2022-11-01
Hyundai Grand i10,Hyundai,Grand I10,Chennai,2017,Petrol,25378,2,Manual,Hatchback,Hi-Chennai,False,Chennai,Tamil Nadu,9688,-1000,477999,https://www.cars24.com/buy-used-hyundai-grand-i10-2017-cars-chennai-11369278711,2022-11-08
Honda City,Honda,City,Pune,2017,Petrol,29160,2,Manual,Sedan,Pune-Pns,False,Pune,Maharashtra,13898,33200,789199,https://www.cars24.com/buy-used-honda-city-2017-cars-pune-10629079770,2022-10-23
Honda Jazz,Honda,Jazz,Chennai,2018,Petrol,71845,1,Manual,Hatchback,Hi-Chennai,False,Chennai,Tamil Nadu,9688,36300,579599,https://www.cars24.com/buy-used-honda-jazz-2018-cars-chennai-11388976798,2022-10-17
Maruti Wagon R 1.0,Maruti,Wagon R 1.0,Faridabad,2018,Petrol,14072,1,Manual,Hatchback,New Delhi-Pns,False,Faridabad,Haryana,12542,5000,483399,https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2018-cars-faridabad-10027293763,2022-11-09
Hyundai VENUE,Hyundai,Venue,Mumbai,2019,Petrol,10645,1,Manual,SUV,Hi-Andheri East,False,Mumbai West,Maharashtra,12542,15900,1111899,https://www.cars24.com/buy-used-hyundai-venue-2019-cars-mumbai-10359376795,2022-11-07
Tata Tiago,Tata,Tiago,Faridabad,2022,Petrol + Cng,5752,1,,,Hi-Faridabad,False,Faridabad,Haryana,9688,5250,755299,https://www.cars24.com/buy-used-tata-tiago-2022-cars-faridabad-11041774773,2022-11-07
Hyundai NEW SANTRO,Hyundai,New Santro,Kolkata,2020,Petrol,15383,1,Manual,Hatchback,Hi-North Kolkata,False,Barrackpore,West Bengal,9688,42500,436399,https://www.cars24.com/buy-used-hyundai-new-santro-2020-cars-kolkata-11952291726,2022-08-30
Maruti Baleno,Maruti,Baleno,New Delhi,2020,Petrol,20346,1,Manual,Hatchback,New Delhi-Pns,False,Delhi,Delhi,13898,7900,717699,https://www.cars24.com/buy-used-maruti-baleno-2020-cars-new-delhi-10016399760,2022-10-06
Renault Kwid,Renault,Kwid,Faridabad,2020,Petrol,35513,1,Manual,Hatchback,Faridabad Sec 7,False,Faridabad,Haryana,9688,-2300,438899,https://www.cars24.com/buy-used-renault-kwid-2020-cars-faridabad-11033578774,2022-10-24
Tata ALTROZ,Tata,Altroz,Panchkula,2020,Petrol,61795,1,Manual,Hatchback,Hi-Sector 5 Panchkula,False,Faridabad,Haryana,13898,9500,700499,https://www.cars24.com/buy-used-tata-altroz-2020-cars-panchkula-23364496707,2022-10-20
Hyundai Grand i10,Hyundai,Grand I10,Hyderabad,2020,Petrol,38527,2,Manual,Hatchback,Hyderabad-Pns,False,Hyderabad,Telangana,13898,28900,579499,https://www.cars24.com/buy-used-hyundai-grand-i10-2020-cars-hyderabad-10499793753,2022-07-26
Hyundai Eon,Hyundai,Eon,Pune,2017,Petrol,25428,1,Manual,Hatchback,Pune-Pns,False,Panvel,Maharashtra,9688,14650,363349,https://www.cars24.com/buy-used-hyundai-eon-2017-cars-pune-10632976792,2022-10-17
Ford Ecosport,Ford,Ecosport,Pune,2020,Diesel,22460,1,Manual,SUV,Hi-Pune,False,Pen,Maharashtra,9688,74900,928299,https://www.cars24.com/buy-used-ford-ecosport-2020-cars-pune-10657195710,2022-06-12
Hyundai NEW SANTRO,Hyundai,New Santro,Mumbai,2020,Petrol,13059,1,Automatic,Hatchback,Hi-Andheri East,False,Mumbai West,Maharashtra,13898,56800,573799,https://www.cars24.com/buy-used-hyundai-new-santro-2020-cars-mumbai-10386992771,2022-06-17
Maruti Ritz,Maruti,Ritz,Bangalore,2010,Petrol,75369,1,Manual,Hatchback,Hi-South 4 Bengaluru,False,Mangalore,Karnataka,13898,-33500,349799,https://www.cars24.com/buy-used-maruti-ritz-2010-cars-bangalore-10229590723,2022-10-15
Maruti Baleno,Maruti,Baleno,Coimbatore,2018,Petrol,39870,1,Manual,Hatchback,Hi-Chennai Central,False,Chennai,Tamil Nadu,9688,16200,721599,https://www.cars24.com/buy-used-maruti-baleno-2018-cars-coimbatore-11361899701,2022-09-21
